label,metric,probability,timestamp
focus,awareness,0.15525784198241355,1697481586080
focus,awareness,0.25106486619737445,1697481588847
focus,awareness,0.05945969687817488,1697481589167
focus,awareness,0.11180975047734235,1697481589451
focus,awareness,0.2771680136073184,1697481590046
focus,awareness,0.04369656979298403,1697481592009
focus,awareness,0.15861890502688475,1697481592423
focus,awareness,0.0837857187603333,1697481592765
focus,awareness,0.16628044372551942,1697481593634
focus,awareness,0.11555477024692688,1697481594648
focus,awareness,0.08974078649512335,1697481595557
focus,awareness,0.07785636573304375,1697481596542
focus,awareness,0.23130976915114504,1697481597700
focus,awareness,0.2036797912227801,1697481598534
focus,awareness,0.5461696007804282,1697481599532
focus,awareness,0.27686129606279175,1697481600461
focus,awareness,0.5582215298019756,1697481601527
focus,awareness,0.24805119516351742,1697481602467
focus,awareness,0.26941367995755067,1697481603420
focus,awareness,0.10205901756456964,1697481604418
focus,awareness,0.026502295344901776,1697481605447
focus,awareness,0.04140181066221256,1697481606336
focus,awareness,0.3832296785174298,1697481607598
focus,awareness,0.20288240139937525,1697481608295
focus,awareness,0.13504738396131963,1697481609299
focus,awareness,0.07634907426273288,1697481610521
focus,awareness,0.11663760015892952,1697481611410
focus,awareness,0.13948648833460026,1697481612373
focus,awareness,0.2591096009403245,1697481613366
focus,awareness,0.26722681781935986,1697481614371
focus,awareness,0.1994318778637466,1697481615261
focus,awareness,0.26569454755809313,1697481616265
focus,awareness,0.17796767223161927,1697481617259
focus,awareness,0.45126659974839406,1697481618292
focus,awareness,0.20576796329154431,1697481619257
focus,awareness,0.40612285838472073,1697481620176
focus,awareness,0.4937270687649631,1697481621159
focus,awareness,0.20821108204082178,1697481622176
focus,awareness,0.35453534928543856,1697481623265
focus,awareness,0.36714001012762154,1697481624157
focus,awareness,0.3217563979682952,1697481625070
focus,awareness,0.2941294945638626,1697481626058
focus,awareness,0.3948895171982729,1697481627043
focus,awareness,0.41512076574170087,1697481628039
focus,awareness,0.38290727167615674,1697481629029
focus,awareness,0.3503264185026873,1697481630031
