label,metric,probability,timestamp
focus,awareness,0.2898047435274297,1696989303491
focus,awareness,0.24298629297928412,1696989304418
focus,awareness,0.434664753558724,1696989305392
focus,awareness,0.5159935123399819,1696989306384
focus,awareness,0.21889856538736774,1696989307385
focus,awareness,0.2957608576498665,1696989308433
focus,awareness,0.3277293176029615,1696989309353
focus,awareness,0.28193541892612256,1696989310269
focus,awareness,0.36672736932499633,1696989311308
focus,awareness,0.29365212342428154,1696989312259
focus,awareness,0.38958647520772405,1696989313148
focus,awareness,0.4532606321989987,1696989314199
focus,awareness,0.3251124461398404,1696989315149
focus,awareness,0.42056715980611836,1696989316136
focus,awareness,0.49479238899843203,1696989317131
focus,awareness,0.23832313859065163,1696989318135
focus,awareness,0.5032666982069651,1696989319033
focus,awareness,0.4197556269222297,1696989320031
focus,awareness,0.4062433498658775,1696989321033
focus,awareness,0.28898960092145065,1696989322023
focus,awareness,0.3017910538282842,1696989323053
focus,awareness,0.5478520415645257,1696989323900
focus,awareness,0.436424969218971,1696989324914
focus,awareness,0.3739549941085212,1696989325933
focus,awareness,0.4801797776874065,1696989327886
focus,awareness,0.5180702455308774,1696989328238
focus,awareness,0.2484502936308821,1696989328944
focus,awareness,0,1696989329855
focus,awareness,0.024833262530718075,1696989330770
focus,awareness,0.4739288044162458,1696989331756
focus,awareness,0.5383486361741655,1696989332788
focus,awareness,0.5511186557709382,1696989333833
focus,awareness,0.35339009828773943,1696989334670
focus,awareness,0.5629680682531313,1696989335649
focus,awareness,0.27805603785513217,1696989336639
focus,awareness,0.5832975974849904,1696989337637
focus,awareness,0.5334167316595866,1696989338721
focus,awareness,0.5388986212066134,1696989340082
focus,awareness,0.5410028203853021,1696989340543
focus,awareness,0.36872266550208604,1696989341527
focus,awareness,0.526322573241279,1696989342509
focus,awareness,0.2350949889082902,1696989343510
focus,awareness,0.31184537305876886,1696989344589
focus,awareness,0.5472277764616594,1696989345676
focus,awareness,0.30466621945179917,1696989346425
focus,awareness,0.27771693038687517,1696989347404
focus,awareness,0.4058661513198313,1696989348394
focus,awareness,0.5297675975707387,1696989350220
focus,awareness,0.3506284454171823,1696989350859
focus,awareness,0.42003199306966915,1696989351333
focus,awareness,0.35801967537807144,1696989352389
focus,awareness,0.35677183944807755,1696989353263
focus,awareness,0.3450364842943122,1696989354329
focus,awareness,0.316029303626585,1696989355153
focus,awareness,0.42063718187110344,1696989356155
focus,awareness,0.32888283506471416,1696989357207
focus,awareness,0.3058345828669489,1696989358140
focus,awareness,0.41132575000219546,1696989359165
focus,awareness,0.46396398474640643,1696989360029
focus,awareness,0.3586629420110881,1696989361011
focus,awareness,0.4845501232837223,1696989362064
focus,awareness,0.4756323225220911,1696989363010
focus,awareness,0.5603729381611311,1696989364010
focus,awareness,0.4521602911448014,1696989365005
focus,awareness,0.27673077509590205,1696989365890
focus,awareness,0.14905977806398754,1696989366962
focus,awareness,0.309653838290361,1696989367907
focus,awareness,0.38422566921988793,1696989368893
focus,awareness,0.26893403899903506,1696989369895
focus,awareness,0.3857858094752068,1696989370809
focus,awareness,0.44983401798585165,1696989371857
focus,awareness,0.3543410292260288,1696989374158
focus,awareness,0.2586413984288275,1696989374544
focus,awareness,0.30943215582324635,1696989374899
focus,awareness,0.16263428474383076,1696989375654
focus,awareness,0.3581403806660038,1696989376647
focus,awareness,0.5127681164789999,1696989377713
focus,awareness,0.19280616708912013,1696989378643
focus,awareness,0.24994262008821103,1696989379638
focus,awareness,0.3037545684145435,1696989380719
focus,awareness,0.4061927900418703,1696989381527
focus,awareness,0.4134817326772159,1696989382579
focus,awareness,0.3631149683446503,1696989383550
focus,awareness,0.3586496494764993,1696989384515
focus,awareness,0.43502839601218757,1696989385686
focus,awareness,0.3995598692740416,1696989386446
focus,awareness,0.42153248662549636,1696989387564
focus,awareness,0.3410760914398727,1696989388421
focus,awareness,0.4613629478181483,1696989389401
focus,awareness,0.5703207040815161,1696989390493
focus,awareness,0.40962371957910076,1696989391292
focus,awareness,0.33428903773734914,1696989392319
focus,awareness,0.12193802026942949,1696989393330
focus,awareness,0.34031263186340366,1696989394261
focus,awareness,0.27643471745681486,1696989395306
focus,awareness,0.36786409771353584,1696989396383
focus,awareness,0.29908064927451455,1696989397232
focus,awareness,0.48900134211052393,1696989398170
focus,awareness,0.31528436052065917,1696989399183
focus,awareness,0.4372273510901338,1696989400138
focus,awareness,0.38733939412060825,1696989401136
focus,awareness,0.44872215298361057,1696989402048
focus,awareness,0.3734792597826344,1696989403035
focus,awareness,0.526200285155115,1696989404019
focus,awareness,0.49471877440831247,1696989405010
focus,awareness,0.2858588023715845,1696989406012
focus,awareness,0.38479537103865696,1696989406930
focus,awareness,0.44310508152310696,1696989407902
focus,awareness,0.5458977280296291,1696989408884
focus,awareness,0.32524835230351207,1696989409909
focus,awareness,0.43909421257676623,1696989410881
focus,awareness,0.2630349078742328,1696989411903
focus,awareness,0.43520632437626494,1696989412776
focus,awareness,0.4109659500872053,1696989413773
focus,awareness,0.47488449462634624,1696989414756
focus,awareness,0.3715384037964959,1696989415755
focus,awareness,0.37699559753584366,1696989416752
focus,awareness,0.35276137236626404,1696989417703
focus,awareness,0.435335761965527,1696989418678
focus,awareness,0.40442494818852526,1696989419634
focus,awareness,0.23533270394478004,1696989420635
focus,awareness,0.29924775780629165,1696989422459
focus,awareness,0.2600539605944812,1696989422814
focus,awareness,0.2979392618558707,1696989423649
focus,awareness,0.4924711387110682,1696989424519
focus,awareness,0.45638165905907335,1696989425528
focus,awareness,0.5208303205005583,1696989426505
focus,awareness,0.32901390388367746,1696989427507
focus,awareness,0.5426532598930598,1696989428422
focus,awareness,0.43422357762474906,1696989429416
focus,awareness,0.41279928413742484,1696989430516
focus,awareness,0.44564585713189503,1696989431389
focus,awareness,0,1696989432381
focus,awareness,0,1696989433315
focus,awareness,0.48403122401473286,1696989434287
focus,awareness,0.4466311309442617,1696989435286
focus,awareness,0.5751784093269641,1696989436257
focus,awareness,0.30191650746314974,1696989437256
focus,awareness,0.31193186727102984,1696989438220
focus,awareness,0.2084594758202891,1696989439172
focus,awareness,0.3192835086339194,1696989440155
focus,awareness,0.251010763074695,1696989441158
focus,awareness,0.3659366853126478,1696989442150
focus,awareness,0.3949632618251381,1696989443202
focus,awareness,0.3928225712577189,1696989444036
focus,awareness,0.39244992177913945,1696989445034
focus,awareness,0.23757142594404576,1696989446013
focus,awareness,0.4637435525511866,1696989447014
focus,awareness,0.3031817853434534,1696989448009
