label,metric,probability,timestamp
focus,awareness,0,1706559336180
focus,awareness,0.4130187884476653,1706559337193
focus,awareness,0.3541924979474325,1706559338125
focus,awareness,0.3060057930616105,1706559339130
focus,awareness,0.4079346624454199,1706559340129
focus,awareness,0.061766847797485445,1706559341073
focus,awareness,0.36619274605199215,1706559342093
focus,awareness,0.2434645792521696,1706559343032
focus,awareness,0.35583805971947763,1706559344025
focus,awareness,0.4413566500317538,1706559345023
focus,awareness,0.5254825873332741,1706559345970
focus,awareness,0.22889467958732554,1706559346972
focus,awareness,0.29036321914305313,1706559347977
focus,awareness,0.17868637659160713,1706559348915
focus,awareness,0.43828112368888417,1706559349921
focus,awareness,0.37722381321804516,1706559350875
focus,awareness,0.16799220355629238,1706559351954
focus,awareness,0.17757932920119637,1706559352891
focus,awareness,0.4745100227896685,1706559353833
focus,awareness,0.36959656441085925,1706559354801
focus,awareness,0.37571491032079635,1706559355803
focus,awareness,0.4744857596688152,1706559356776
focus,awareness,0.35331891837315443,1706559357743
focus,awareness,0.25105903392283346,1706559358685
focus,awareness,0.2840809517020638,1706559359674
focus,awareness,0.2735007079546511,1706559360669
focus,awareness,0.2422585010241277,1706559361623
focus,awareness,0.5596161895486109,1706559362684
focus,awareness,0.3867348347253423,1706559363627
focus,awareness,0.3829655031321919,1706559364578
focus,awareness,0.3639481484274019,1706559365554
focus,awareness,0.3235552280567865,1706559366569
focus,awareness,0.2901209175052768,1706559367519
focus,awareness,0.3825557441235857,1706559368502
focus,awareness,0.5164225035556967,1706559369433
focus,awareness,0.47452548323376315,1706559370432
focus,awareness,0.511161519995925,1706559371431
focus,awareness,0.4954823930773253,1706559372707
focus,awareness,0.26503663202028893,1706559373388
focus,awareness,0.5471317122950844,1706559374321
focus,awareness,0.4199259735607366,1706559375307
focus,awareness,0.4714197071750032,1706559376308
focus,awareness,0.3277098302783744,1706559377255
focus,awareness,0.35347936469455093,1706559378273
focus,awareness,0.45815700474616095,1706559379238
focus,awareness,0.5554048083049355,1706559380188
focus,awareness,0.5619200911609183,1706559381186
focus,awareness,0.43063629868588965,1706559382137
focus,awareness,0.47495013460183955,1706559383118
focus,awareness,0.2629939551529256,1706559384113
focus,awareness,0.34835683418447433,1706559385051
focus,awareness,0.3764681269958348,1706559386052
focus,awareness,0.28839255141661524,1706559387047
focus,awareness,0.2691613419603474,1706559388024
focus,awareness,0.520595489754882,1706559389042
focus,awareness,0.3421168171441153,1706559389935
focus,awareness,0.538817580277834,1706559390923
focus,awareness,0.3770628831255959,1706559391927
focus,awareness,0.3180569624605305,1706559392919
focus,awareness,0.47979021930105403,1706559393864
focus,awareness,0.31418164303624535,1706559394859
focus,awareness,0.1441435211309549,1706559395800
focus,awareness,0.5459841213237924,1706559396817
focus,awareness,0.5317023809027359,1706559397778
focus,awareness,0.41582801670973374,1706559398907
focus,awareness,0.3185940733657957,1706559399739
focus,awareness,0.4469701562193644,1706559400677
focus,awareness,0.5620418625309672,1706559401820
focus,awareness,0.4091934716011285,1706559402699
focus,awareness,0.547136910275728,1706559403622
focus,awareness,0.3737091145980799,1706559404637
focus,awareness,0.45322297031084813,1706559405565
focus,awareness,0.5040678875849695,1706559406550
focus,awareness,0.2828437798000886,1706559407562
focus,awareness,0.5164001716461438,1706559408493
focus,awareness,0.4508797638990249,1706559409485
focus,awareness,0.48790493811394164,1706559410567
focus,awareness,0.37564619030644547,1706559411429
focus,awareness,0.4573576441308131,1706559412438
focus,awareness,0.408223888628725,1706559413376
focus,awareness,0.40684375941772494,1706559414362
focus,awareness,0.48723193577350066,1706559415360
focus,awareness,0.3822172320537801,1706559416300
focus,awareness,0.3598279957080026,1706559417305
focus,awareness,0.36834611116641136,1706559418304
focus,awareness,0.44591113595587684,1706559419244
focus,awareness,0.4500628279074406,1706559420243
focus,awareness,0.5148359961875851,1706559421183
focus,awareness,0.44330646856997863,1706559422176
focus,awareness,0.43018426198271137,1706559423186
focus,awareness,0.41063703222267106,1706559424117
focus,awareness,0.44903588093725477,1706559425113
focus,awareness,0.40708306841095687,1706559426143
focus,awareness,0.2032791257834288,1706559427052
focus,awareness,0.26349504076284863,1706559428054
focus,awareness,0.3821610365106731,1706559428992
focus,awareness,0.4430454968161148,1706559429993
focus,awareness,0.3534559482774665,1706559430988
focus,awareness,0.5183766875003373,1706559432049
focus,awareness,0.32056684369772437,1706559432953
focus,awareness,0.5195006275621099,1706559433928
focus,awareness,0.3296083193995371,1706559434866
focus,awareness,0.4746097237361105,1706559435867
focus,awareness,0.5248955720676488,1706559436925
focus,awareness,0.40289620715569563,1706559437823
focus,awareness,0.4069837606324724,1706559438933
focus,awareness,0.6027687836440451,1706559439741
focus,awareness,0.45234878314597265,1706559440746
focus,awareness,0.4392267271203548,1706559441741
focus,awareness,0.4869488187941169,1706559442774
focus,awareness,0.356320340478448,1706559443685
focus,awareness,0.46376621686419894,1706559444655
focus,awareness,0.34954172996058386,1706559445616
focus,awareness,0.3681018398090999,1706559446614
focus,awareness,0.3854392981205059,1706559447559
focus,awareness,0.31953559396516973,1706559448559
focus,awareness,0.3599397318530834,1706559449587
focus,awareness,0.37072409623472347,1706559450494
focus,awareness,0.5757341199223636,1706559451488
focus,awareness,0.5110451696690088,1706559452455
focus,awareness,0.3234754546740441,1706559453427
focus,awareness,0.5075805520009083,1706559454427
focus,awareness,0.5338620708476136,1706559455361
focus,awareness,0.43301444666835415,1706559456361
focus,awareness,0.4652304294537021,1706559457398
focus,awareness,0.5790445596668179,1706559458305
focus,awareness,0.32512890240140907,1706559459298
focus,awareness,0.46621499981561093,1706559460244
focus,awareness,0.5512345215978453,1706559461236
focus,awareness,0.6014675146928665,1706559462233
focus,awareness,0.5470602980179349,1706559463176
focus,awareness,0.4862577786185909,1706559464249
focus,awareness,0.4821201025762868,1706559465173
focus,awareness,0.48520823585552564,1706559466115
focus,awareness,0.3772746751453657,1706559467122
focus,awareness,0.44976993769531903,1706559468094
focus,awareness,0.583243540498035,1706559469048
focus,awareness,0.42787739309784006,1706559470047
focus,awareness,0.3959101639116035,1706559470986
focus,awareness,0.5975848308739781,1706559472034
focus,awareness,0.5040448701965748,1706559473004
focus,awareness,0.546352169883769,1706559473928
focus,awareness,0.3952519016706646,1706559474919
focus,awareness,0.4160384355078912,1706559475871
focus,awareness,0.43347540495937975,1706559476859
focus,awareness,0.48864182353248764,1706559477926
focus,awareness,0.3887883544302778,1706559478802
focus,awareness,0.45060400702368664,1706559479797
focus,awareness,0.6399450138843402,1706559480793
focus,awareness,0.5357421121142417,1706559481737
focus,awareness,0.4889376206118767,1706559482739
focus,awareness,0.4277157089468198,1706559483691
focus,awareness,0.49523798986043743,1706559484688
focus,awareness,0.4061592812870873,1706559485672
focus,awareness,0.5369401650203932,1706559486618
focus,awareness,0.48670817326644933,1706559487611
focus,awareness,0.49196326765675885,1706559488621
focus,awareness,0.5057625370013362,1706559489551
focus,awareness,0.46527468244423675,1706559490547
focus,awareness,0.38874385186168725,1706559491508
focus,awareness,0.3169287996978631,1706559492528
focus,awareness,0.46415762618404866,1706559493491
focus,awareness,0.43366772401130826,1706559494424
focus,awareness,0.6208080708560119,1706559495424
focus,awareness,0.4597137039601619,1706559496421
focus,awareness,0.4309357559511138,1706559497368
focus,awareness,0.5050874707323277,1706559498404
focus,awareness,0.5128377301580291,1706559499320
focus,awareness,0.475920608908275,1706559500300
focus,awareness,0.4609676544690741,1706559501295
focus,awareness,0.5053568851172601,1706559502257
focus,awareness,0.5145122697563481,1706559503260
focus,awareness,0.39333684517173306,1706559504231
focus,awareness,0.45416740676623,1706559505179
focus,awareness,0.4814039142034523,1706559506171
focus,awareness,0.5176617972417958,1706559507147
focus,awareness,0.47891868297244233,1706559508115
focus,awareness,0.44068512840913887,1706559509106
focus,awareness,0.48532175159477153,1706559510045
focus,awareness,0.37091780803666663,1706559511043
focus,awareness,0.4098275213699623,1706559512090
focus,awareness,0.41221798316137925,1706559512999
focus,awareness,0.44719453382279495,1706559513987
focus,awareness,0.36850095857721976,1706559514974
focus,awareness,0.4157957705809889,1706559515922
focus,awareness,0.4978438895304263,1706559516919
focus,awareness,0.4652752047379968,1706559517864
focus,awareness,0.34680707790246146,1706559518864
focus,awareness,0.5540446657747575,1706559519854
focus,awareness,0.4551933343293384,1706559520797
focus,awareness,0.3963049009222037,1706559521796
focus,awareness,0.5185979358784407,1706559522747
focus,awareness,0.4279701293297619,1706559523736
focus,awareness,0.5660752916736898,1706559524730
focus,awareness,0.5056493492646953,1706559525742
focus,awareness,0.4620394541083266,1706559526673
focus,awareness,0.4765345439569082,1706559527670
focus,awareness,0.5546389949204767,1706559528660
focus,awareness,0.5418919030361956,1706559529605
focus,awareness,0.3364540405265847,1706559530558
focus,awareness,0.5193599561657154,1706559531549
focus,awareness,0.3219275513379863,1706559532563
focus,awareness,0.37901171846218246,1706559533531
focus,awareness,0.5261033516617958,1706559534484
focus,awareness,0.47039818587043436,1706559535481
focus,awareness,0.4278246602252017,1706559536420
focus,awareness,0.5639701919493738,1706559537420
focus,awareness,0.4773128027602931,1706559538394
focus,awareness,0.3967133927382732,1706559539359
focus,awareness,0.2789359327779043,1706559540373
focus,awareness,0.511655637821645,1706559541297
focus,awareness,0.21873200739633714,1706559542333
focus,awareness,0.3983773915311435,1706559543325
focus,awareness,0.4374947381836571,1706559544234
focus,awareness,0.4379665423168783,1706559545231
focus,awareness,0.3739401216776026,1706559546182
focus,awareness,0.30193704982843605,1706559547236
focus,awareness,0.5223757516524226,1706559548172
focus,awareness,0.41071047100095703,1706559549109
focus,awareness,0.4147330567396304,1706559550105
focus,awareness,0.4583419936155623,1706559551104
focus,awareness,0.35924203125055326,1706559552044
focus,awareness,0.45211862878755077,1706559553052
focus,awareness,0.4827249151422113,1706559553998
focus,awareness,0.40829100097614235,1706559554982
focus,awareness,0.39053370442484353,1706559555984
focus,awareness,0.5875049676024243,1706559556920
focus,awareness,0.541512272294026,1706559557953
focus,awareness,0.45053424455770885,1706559558925
focus,awareness,0.504259823305175,1706559559860
focus,awareness,0.3496496857764423,1706559560857
focus,awareness,0.44614372564964666,1706559561807
focus,awareness,0.41748220139516096,1706559562799
focus,awareness,0.4805763112000262,1706559563798
focus,awareness,0.5363467923479897,1706559564737
focus,awareness,0.5110846406654932,1706559565734
focus,awareness,0.528487189589082,1706559566730
focus,awareness,0.47701837374204176,1706559567671
focus,awareness,0.37705072056848293,1706559568671
focus,awareness,0.5215133275150884,1706559569624
focus,awareness,0.4876255461159326,1706559570608
focus,awareness,0.4257067451758981,1706559571610
focus,awareness,0.44947639788648885,1706559572558
focus,awareness,0.4754440185195935,1706559573547
focus,awareness,0.5237809644926387,1706559574542
focus,awareness,0.59244632788931,1706559575485
focus,awareness,0.5613349805310409,1706559576481
focus,awareness,0.4099194744656076,1706559577504
focus,awareness,0.47792222283329777,1706559578472
focus,awareness,0.27611994568266873,1706559579419
focus,awareness,0.32138161147649275,1706559580359
focus,awareness,0.38033027665117103,1706559581358
focus,awareness,0.3169159673207988,1706559582361
focus,awareness,0.3861853813316198,1706559583311
focus,awareness,0.4187583086537329,1706559584334
focus,awareness,0.369529308349399,1706559585248
focus,awareness,0.17062851650076136,1706559586235
focus,awareness,0.38148015806037394,1706559587345
focus,awareness,0.5205498903713683,1706559588204
focus,awareness,0.4911014736328733,1706559589169
focus,awareness,0.348366084765209,1706559590171
focus,awareness,0.3763902623675171,1706559591107
focus,awareness,0.3689539915780548,1706559592107
focus,awareness,0.23722595810318547,1706559593076
focus,awareness,0.4992126640292698,1706559594045
focus,awareness,0.31829432757198206,1706559595058
focus,awareness,0.31075294420828026,1706559595988
focus,awareness,0.44973672249901364,1706559596978
focus,awareness,0.34958216254250957,1706559597999
focus,awareness,0.3692799803791472,1706559598925
focus,awareness,0.3918191517827375,1706559599944
focus,awareness,0.5759103647233931,1706559600872
focus,awareness,0.4824908874700171,1706559601859
focus,awareness,0.4117662202009707,1706559602866
focus,awareness,0.4960084202530853,1706559603803
focus,awareness,0.4405868498475756,1706559604799
