Timestamp,CP3,C3,F5,PO3,PO4,F6,C4,CP4
1696529001584.066,-104542.4453125,-97790.4609375,-104902.0625,-112792.1171875,-107508.03125,-98114.8046875,-102302.5390625,-111662.5078125,-110016.03125,-99706.6953125,-100018.4375,-109525.2578125,-111821.09375,-102254.4609375,-98358.2109375,-106854.4453125
1696529001587.9722,9398.1923828125,-6477.60205078125,-4582.48681640625,10666.67578125,12670.017578125,-3068.447021484375,-7132.9326171875,6687.1494140625,14376.505859375,1414.1947021484375,-8339.3232421875,2256.676513671875,14492.712890625,6215.7509765625,-7903.330078125,-1951.7093505859375
1696529001591.8784,-82885.5546875,-75477.2265625,-85297.6015625,-94472.03125,-86677.3984375,-75424.7890625,-81946.6484375,-93417.8515625,-90025.125,-77064.9609375,-78874.78125,-90983.6171875,-92590.0546875,-80074.9375,-76486.34375,-87755.578125
1696529001595.7847,-111497.3515625,-104075.6796875,-114101.5078125,-123333.3359375,-115341.421875,-103985.4921875,-110702.609375,-122302.4921875,-118750.8515625,-105624.1875,-107595.2734375,-119870.0703125,-121381.625,-108653.875,-105138.5703125,-116609.5078125
1696529001599.691,-48027.43359375,-49308.32421875,-42829.37890625,-40578.1328125,-46279.70703125,-50086.69921875,-44598.83203125,-40341.62890625,-44413.4921875,-49940.98828125,-46424.34375,-40733.09765625,-42630.76171875,-49049.421875,-48211.76953125,-41751.19921875
1696529001603.5972,-90126.3828125,-82707.5234375,-92261.890625,-101361.6875,-93835.8046875,-82704.2421875,-88978.9296875,-100283.5703125,-97113.3359375,-84381.5546875,-85996.4453125,-97869.71875,-99590.015625,-87332.5234375,-83654.546875,-94674.8671875
1696529001607.5034,4908.107421875,-16109.615234375,-16149.111328125,3791.704833984375,8687.0712890625,-11157.453125,-18849.0234375,-1700.5205078125,10342.53125,-5077.9580078125,-19688.888671875,-7613.58447265625,9777.2548828125,1039.020751953125,-18384.93359375,-12941.859375
1696529001611.4097,-112663.1015625,-105273.484375,-114431.953125,-123398.515625,-116259.8125,-105349.7265625,-111257.828125,-122299.140625,-119420.796875,-107041.328125,-108385.3203125,-119903.7265625,-121788.1796875,-109957.9609375,-106167.0625,-116792.296875
1696529001646.946,-112711.5859375,-105245.453125,-97703.5546875,-104110.6796875,-112470.859375,-108098.390625,-98338.3671875,-101593.4296875,-111064.171875,-110432.046875,-100213.8359375,-99448.53125,-108779.1328125,-112041.7734375,-102939.2265625,-98037.015625
1696529001650.8523,12832.89453125,10307.7958984375,-5757.09326171875,-5339.0712890625,9710.4013671875,13229.2587890625,-1997.1728515625,-7551.62548828125,5562.9013671875,14538.7802734375,2624.273193359375,-8395.0458984375,1118.3470458984375,14195.45703125,7309.75732421875,-7523.06005859375
1696529001654.7585,-94102.3515625,-83800.7265625,-75247.09375,-84299.6796875,-94189.859375,-87467.640625,-75604.03125,-81015.9921875,-92751.2578125,-90615.8203125,-77643.984375,-78120.140625,-90113.375,-92975.421875,-80920.03125,-76002
1696529001658.6648,-122945.2890625,-112425.6640625,-103844.46875,-113109.2890625,-123080.8046875,-116157.6875,-104165.6015625,-109766.71875,-121639.5234375,-119362.59375,-106206.5625,-106808.8515625,-118977.5625,-121766.921875,-109497.15625,-104627.6796875
1696529001662.571,-41250.16015625,-47605.65625,-49560.91796875,-43252.56640625,-40455.01953125,-45765.2578125,-50064.90625,-45021.953125,-40407.2109375,-43953.55859375,-49782.73828125,-46923.63671875,-40946.40234375,-42184.17578125,-48665.93359375,-48612.4921875
1696529001666.4773,-101029.2265625,-91003.0625,-82478.6015625,-91275.1015625,-101072.8125,-94588.90625,-82877.375,-88041.1640625,-99599.40625,-97676.265625,-84940.328125,-85246.5,-97003.1640625,-99962.84375,-88178.359375,-83187.703125
1696529001670.3835,7034.62939453125,6055.4892578125,-14963.1728515625,-16978.8515625,2451.270751953125,9256.3701171875,-9688.4072265625,-19221.24609375,-3220.46142578125,10360.76953125,-3502.69677734375,-19560.478515625,-9079.5458984375,9209.431640625,2391.792724609375,-17685.546875
1696529001674.2898,-123135.9921875,-113529.328125,-105091.2265625,-113495.9296875,-123119.828125,-117011.7734375,-105548.8125,-110372.8359375,-121631.875,-119963.40625,-107595.3359375,-107655.625,-119043.2109375,-122110.921875,-110751.6953125,-105705.921875
1696529001709.466,-106066.0078125,-112640.5078125,-105905.28125,-97671.6328125,-103382.7265625,-112129.6796875,-108668.5546875,-98664.5859375,-100955.734375,-110449.140625,-110805.671875,-100779.375,-98986.859375,-108052.1875,-112187.015625,-103627.6171875
1696529001713.3723,-2899.937255859375,12132.9052734375,11167.109375,-4966.71337890625,-6075.6728515625,8684.1884765625,13685.3681640625,-915.773193359375,-7921.30078125,4431.880859375,14637.3505859375,3857.150634765625,-8348.509765625,42.51301193237305,13840.5341796875,8377.142578125
1696529001717.2786,-86784.953125,-94132.1953125,-84656.75,-75105.40625,-83377.5390625,-93851.09375,-88234.75,-75930.0546875,-80179.0078125,-92055.4921875,-91181.828125,-78306.890625,-77445.703125,-89210.7421875,-93250.953125,-81759.6953125
1696529001721.1848,-115615.0078125,-122978.0078125,-113293.7578125,-103693.265625,-112170.7890625,-122754.4453125,-116948.6015625,-104503.625,-108938.859375,-120969.3671875,-119963.8125,-106887.1015625,-106135.546875,-118095.5859375,-122084.8984375,-110376.1875
1696529001725.091,-42089.828125,-40936.9453125,-47073.90625,-49784.21484375,-43698.078125,-40296.76953125,-45230.89453125,-50107.75390625,-45495.02734375,-40402.3828125,-43340.54296875,-49522.83203125,-47391.546875,-41150.71875,-41778.0859375,-48317.3125
1696529001728.9973,-93706.0546875,-101036.53125,-91831.859375,-82349.78125,-90362.078125,-100728.75,-95348.84375,-83222.109375,-87257.15625,-98942.46875,-98238.65625,-85596.796875,-84579.90625,-96100.8671875,-100213.1640625,-89008.03125
1696529001732.9036,-14070.6005859375,6000.16845703125,7024.5712890625,-13786.353515625,-17721.48828125,1053.8399658203125,9694.576171875,-8204.474609375,-19520.580078125,-4739.86572265625,10253.146484375,-1969.344970703125,-19305.869140625,-10451.0263671875,8580.2529296875,3687.433837890625
1696529001736.8098,-115841.1171875,-123112.9921875,-114330.6328125,-104984.2734375,-112610.3984375,-122764.4375,-117734.15625,-105898.640625,-109602.90625,-120968.4296875,-120495.6953125,-108257.109375,-107044.078125,-118198.2421875,-122380.2109375,-111596.2578125
1696529001771.557,-97804.671875,-105304.6640625,-112506.734375,-106547.8046875,-97763.90625,-102694.40625,-111687.515625,-109150.078125,-99058.2734375,-100377.109375,-109815.46875,-111154.828125,-101416.1328125,-98583.921875,-107308.34375,-112279.28125
1696529001775.4631,-7055.41650390625,-3793.113037109375,11415.01171875,11941.5966796875,-4068.3076171875,-6632.70068359375,7684.595703125,14057.7255859375,239.2530517578125,-8142.9853515625,3304.548583984375,14520.0712890625,4978.2470703125,-8174.90380859375,-974.1783447265625,13299.3310546875
1696529001779.3694,-75586.0546875,-85826.6640625,-94053.46875,-85482.46875,-75111.5078125,-82489.9296875,-93397.9375,-88917.640625,-76352.5703125,-79404.1796875,-91311.984375,-91687.2265625,-79055.828125,-76859.5078125,-88312.6015625,-93473.171875
1696529001783.2756,-104219.9140625,-114665.5078125,-122935.5625,-114156.0234375,-103700.171875,-111280.359375,-122317.1796875,-117657.109375,-104923.7265625,-108139.828125,-120219.828125,-120486.4375,-107651.9375,-105542.6484375,-117190.4765625,-122322.9453125
1696529001787.182,-48981.29296875,-42460.9765625,-40657.99609375,-46602.30859375,-49910.0078125,-44086.80078125,-40247.41796875,-44747.8984375,-49991.546875,-45934.9765625,-40568.34375,-42963.0859375,-49233.7578125,-47742.44921875,-41422.62890625,-41489.28125
1696529001791.0881,-82796.9765625,-92776.40625,-100967.734375,-92659.9921875,-82364,-89473.8671875,-100261.78125,-96016.6484375,-83635.4375,-86482.734375,-98193.6640625,-98727.8203125,-86343.2578125,-84017.1796875,-95222.9765625,-100420.359375
1696529001794.9944,-16935.53515625,-15159.1748046875,4869.2822265625,7846.86962890625,-12512.2373046875,-18298.029296875,-338.6959533691406,9993.9775390625,-6684.39990234375,-19630.685546875,-6215.6171875,9965.94921875,-547.170654296875,-18940.75390625,-11755.65234375,7727.8466796875
1696529001798.9006,-105370.515625,-114954.5859375,-123038.4921875,-115129.734375,-105017.6015625,-111767.109375,-122311.6796875,-118377.8828125,-106328.6015625,-108871.671875,-120242.15625,-120963,-108991.828125,-106507.96875,-117332.296875,-122564.0078125
1696529001834.344,-104319.7578125,-97685.6484375,-104623.8515625,-112337.1484375,-107199.109375,-97989.2734375,-102067.84375,-111235.5703125,-109674.921875,-99575.53125,-99884.390625,-109179.25,-111449.875,-102109.4140625,-98289.6796875,-106606.546875
1696529001838.2502,9286.2099609375,-6484.642578125,-4585.10205078125,10535.7841796875,12539.259765625,-3095.4033203125,-7112.01123046875,6627.26904296875,14281.3544921875,1377.247314453125,-8326.716796875,2207.726318359375,14346.0634765625,6084.18896484375,-7899.57470703125,-1940.10888671875
1696529001842.1565,-82634.296875,-75327.0234375,-84953.140625,-93946.8515625,-86323.34375,-75266.3359375,-81654.5546875,-92888.9921875,-89624.2734375,-76924.2109375,-78716.1328125,-90561.96875,-92162.4453125,-79907.296875,-76410.96875,-87464.0234375
1696529001846.0627,-111263.328125,-103951.15625,-113779.84375,-122834.9140625,-115013.125,-103852.984375,-110438.953125,-121807.8984375,-118375,-105498.3203125,-107444.46875,-119470.0859375,-120973.390625,-108499.9140625,-105063.0625,-116323.3125
1696529001849.969,-47884.203125,-49187.35546875,-42772.11328125,-40529.1171875,-46107.7109375,-49932.671875,-44485.578125,-40239.57421875,-44278.17578125,-49864.07421875,-46406.375,-40698.296875,-42527.5625,-48980.0859375,-48199.8984375,-41752.671875
1696529001853.8752,-89856.8203125,-82539.75,-91886.984375,-100819.0078125,-93464.453125,-82523.796875,-88660.015625,-99743.171875,-96683.375,-84180.7265625,-85777.2421875,-97398.65625,-99132.03125,-87142.421875,-83549.671875,-94374.0625
1696529001857.7815,4759.7138671875,-16050.00390625,-16081.8544921875,3616.02001953125,8461.564453125,-11202.5810546875,-18804.36328125,-1833.0216064453125,10095.2314453125,-5183.369140625,-19644.498046875,-7670.51416015625,9525.5966796875,825.6510009765625,-18386.677734375,-12889.8251953125
